numero_guia_consulta,cod_medico,nome_medico,data_consulta,valor_consulta
840,3990,ALDEILDE,2018-06-25,50.0
842,34135,FLORICIA,2019-01-06,50.0
849,18682,DARINALVA,2018-07-05,50.0
855,65900,MAHATMA,2018-06-30,50.0
857,57339,KAWA,2019-09-30,50.0
861,79983,RANDRIA,2017-12-31,50.0
867,32742,EVANISE,2019-02-21,50.0
870,92461,IDA,2019-08-05,50.0
871,9984,LENIRA,2019-04-21,50.0
875,2451,EUSON,2018-12-18,50.0
877,70041,MICHELLINE,2018-12-13,50.0
880,10457,AVERALDO,2019-04-11,50.0
882,36196,GENERICE,2018-03-14,50.0
883,18230,DAMILI,2019-02-03,50.0
885,7431,ANGELIQUE,2018-01-21,50.0
887,25087,EDILOMAR,2019-08-07,50.0
888,93990,VALENIR,2019-07-24,50.0
889,56208,JUVENILDO,2018-07-17,50.0
892,63460,ELOIRDES,2018-12-08,50.0
893,6220,AMELIA,2019-10-04,50.0
895,59820,LANUSE,2018-11-17,50.0
900,49877,GEISEANE,2018-12-04,50.0
902,86342,SELINE,2018-02-23,50.0
903,46037,ISLANDA,2018-07-15,50.0
906,33774,FERNANDE,2019-12-12,50.0
907,94078,VILMA,2018-03-21,50.0
910,19690,DELCIANO,2018-02-17,50.0
911,45523,IRINEI,2019-04-05,50.0
916,2531,AGILDO,2018-10-26,50.0
918,30888,ERMA,2018-06-13,50.0
919,44602,ELZIMARA,2019-03-22,50.0
932,59319,KYONARA,2019-06-05,50.0
937,40627,AISON,2018-12-01,50.0
938,59518,EULAIA,2019-08-31,50.0
939,41228,LEANE,2019-11-29,50.0
942,66791,MARCINEIA,2018-05-23,50.0
943,41071,EDILBERTO,2018-01-02,50.0
944,76876,ORCHIDEA,2018-01-13,50.0
946,11809,BRIANI,2018-06-08,50.0
947,15192,CLAUDISIO,2018-01-22,50.0
950,93988,VALENIA,2018-08-15,50.0
953,10327,AUTELINA,2018-10-30,50.0
967,72463,NASTASSJA,2019-02-09,50.0
970,48522,JANDAIR,2019-05-31,50.0
973,29104,ELVISLENE,2018-12-07,50.0
976,98739,WILSON,2019-11-25,50.0
978,30357,ERENILDE,2019-10-07,50.0
981,63297,ELISIMARA,2019-01-22,50.0
986,60224,LAURIBERTO,2018-12-25,50.0
987,23011,DJANIRO,2018-07-08,50.0
988,60495,ALDAIR,2019-11-11,50.0
993,92317,UATILA,2018-11-02,50.0
996,82846,ROLLAND,2019-01-11,50.0
998,37502,GABRIELLY,2018-05-26,50.0
1000,65697,MADJER,2018-02-05,50.0
1001,25523,EDIVANILSO,2018-12-15,50.0
1003,65219,LUZENILTON,2019-08-28,50.0
1005,36672,GEROLINO,2018-01-06,50.0
1007,47619,JACILEIDE,2018-12-09,50.0
1010,60048,LAUDEVAN,2019-07-22,50.0
1011,33851,FELIBERTO,2018-06-18,50.0
1012,35474,GEARLISON,2019-11-12,50.0
1014,28805,ELOI,2019-05-22,50.0
1017,9883,AUDENOR,2018-05-29,50.0
1021,22310,DINEVA,2018-05-25,50.0
1023,95200,VEBERSON,2019-03-15,50.0
1025,922,ADEJALMA,2019-01-05,50.0
1030,1797,ADIVALDA,2019-02-13,50.0
1031,31336,ESLANE,2018-01-29,50.0
1032,45188,IRAIDE,2019-09-01,50.0
1033,67713,MARINS,2018-02-18,50.0
1034,91271,TANUS,2018-12-11,50.0
1036,38791,GIUSEPP,2019-09-28,50.0
1041,40462,GUTENBERGUE,2018-07-05,50.0
1042,16845,CORDOVIL,2019-07-22,50.0
1047,59193,CONRAD,2018-08-24,50.0
1049,17952,DIELICA,2019-10-06,50.0
1051,52256,JOCELIA,2019-03-17,50.0
1052,51996,JOARLES,2018-05-28,50.0
1054,43047,HELIO,2019-01-28,50.0
1059,7868,ANTOLIANO,2018-09-14,50.0
1063,22277,DINAIR,2019-04-13,50.0
1064,46624,IVAILDES,2018-05-23,50.0
1065,42571,INDIANARA,2019-10-14,50.0
1070,97236,WAYNE,2018-05-26,50.0
1071,84896,RAIRA,2018-03-22,50.0
1076,19063,DAISA,2019-07-12,50.0
1078,39292,GLEICIJANE,2019-10-16,50.0
1080,98633,WILLISMAR,2019-06-05,50.0
1081,33794,FERNANDA,2019-08-12,50.0
1083,1483,ADEVENTINO,2019-10-01,50.0
1091,1771,ADIRLEIA,2019-01-16,50.0
1093,17247,CRISOMAR,2019-06-09,50.0
1095,36069,JEMUEL,2019-09-19,50.0
1096,98696,WILQUEM,2019-10-23,50.0
1105,19858,DELISANGELA,2019-02-19,50.0
1106,74794,NILTON,2018-11-17,50.0
1107,59006,CLEBERSON,2018-03-21,50.0
1109,40559,AGATA,2018-11-06,50.0
1112,19698,DULCIELE,2018-11-16,50.0
1125,88089,ZIZA,2018-04-08,50.0
1126,99136,WILI,2019-02-20,50.0
1127,56448,KIANY,2018-04-09,50.0
1128,38411,GIOCONDO,2018-08-16,50.0
1131,29362,EMELINDA,2018-09-12,50.0
1137,50430,JERICO,2019-12-29,50.0
1142,63193,LIVIAN,2019-10-29,50.0
1144,14379,CINTIANA,2019-12-08,50.0
1146,84920,RAELI,2019-08-03,50.0
1147,72508,NATALIA,2019-07-18,50.0
1149,3992,ALDEILDO,2019-09-08,50.0
1153,59049,CLEISIANE,2018-08-08,50.0
1155,47109,ISLEI,2018-07-09,50.0
1157,65579,MACIMIANO,2018-07-01,50.0
1159,84344,ROSSIVALDO,2018-10-14,50.0
1160,630,ADALGISO,2018-10-02,50.0
1161,64901,LUNA,2018-10-15,50.0
1162,26095,EDUIGES,2019-02-17,50.0
1164,44071,ELANE,2018-03-01,50.0
1169,93827,VALDIQUE,2018-05-06,50.0
1170,34962,FRANQUILE,2019-03-18,50.0
1176,42911,OZANAN,2019-05-24,50.0
1183,49355,JASIRA,2018-11-17,50.0
1185,68603,MARZILIA,2019-10-20,50.0
1186,11461,BRENO,2019-03-25,50.0
1197,18771,DARLING,2019-01-05,50.0
1198,7009,ANDREIVA,2018-12-25,50.0
1201,81029,REMULO,2018-01-16,50.0
1207,69448,MIRIANE,2018-01-29,50.0
1209,83769,ROSEMERI,2019-12-11,50.0
1214,74941,NIRDES,2019-02-18,50.0
1215,75279,NELSON,2019-03-17,50.0
1222,28238,ELISMARA,2018-08-06,50.0
1229,57821,CELSI,2018-05-23,50.0
1232,10229,AURINIO,2018-09-13,50.0
1235,23633,DORNELIA,2019-09-04,50.0
1239,7115,ANDREZIELE,2018-06-07,50.0
1242,56547,CLEIDIA,2019-04-16,50.0
1244,14161,CIDINHO,2019-03-12,50.0
1245,74899,NINIVE,2018-11-11,50.0
1246,81480,RAIANA,2019-01-06,50.0
1247,49053,JAQUELI,2018-01-06,50.0
1249,21622,DIANORA,2019-11-17,50.0
1254,67385,MARLAN,2019-07-30,50.0
1261,44283,ALDIVANIA,2019-04-25,50.0
1266,16528,CELIDIO,2019-11-14,50.0
1268,41784,ENTONI,2018-10-02,50.0
1269,84101,ROSIMIRO,2018-08-24,50.0
1271,71054,MOISES,2018-09-05,50.0
1274,46286,ISTANLEY,2018-04-21,50.0
1276,50743,JESSIAS,2018-01-09,50.0
1277,9698,ATAN,2018-04-25,50.0
1287,29241,ELZIMAR,2018-03-06,50.0
1288,765,ADARCI,2019-02-19,50.0
1289,64540,LUCIANO,2018-03-05,50.0
1290,1548,ADELIR,2018-05-30,50.0
1291,45005,ELI,2019-02-17,50.0
1294,100508,ZINA,2018-02-13,50.0
1296,6281,AMELIO,2019-03-22,50.0
1300,119,ABENER,2018-08-01,50.0
1301,67401,MARILANI,2019-11-25,50.0
1303,40143,GREICIELE,2019-08-30,50.0
1304,95224,VILASIO,2018-12-23,50.0
1306,69781,MERALDO,2019-06-26,50.0
1309,8426,ARGENI,2018-11-13,50.0
1312,20296,DENISA,2018-02-04,50.0
1320,39282,GLEICIELEN,2019-09-24,50.0
1323,1800,ADIVAN,2018-07-01,50.0
1325,34557,FRANCILVA,2018-04-01,50.0
1326,2029,ADOMIRAN,2019-11-16,50.0
1327,89634,TAFNIS,2019-04-20,50.0
1331,27095,LENICIA,2018-12-15,50.0
1332,31154,EROSINA,2019-03-21,50.0
1334,10269,AURITANIA,2019-08-30,50.0
1337,61798,ELEUZA,2018-11-29,50.0
1339,55136,JUCELINA,2019-06-10,50.0
1340,87960,SINTIANE,2018-12-18,50.0
1343,93515,VALDENORA,2018-06-29,50.0
1345,30000,ENMILLY,2018-02-21,50.0
1347,82858,ROMAIANE,2018-02-18,50.0
1354,95926,VINICIOS,2019-03-29,50.0
1360,53374,JORENI,2019-12-25,50.0
1367,97597,WELLINGTON,2018-05-03,50.0
1369,90926,TERRY,2019-06-13,50.0
1371,13422,CEMILTON,2018-02-20,50.0
1372,34380,FRANCIBELE,2018-02-18,50.0
1378,72963,NAISSON,2019-12-18,50.0
1380,37040,GERSINO,2018-04-23,50.0
1384,9163,ARONES,2018-03-10,50.0
1390,1637,ADELINE,2018-04-01,50.0
1392,95692,VIDALVINA,2018-03-04,50.0
1394,25056,EDILESIO,2019-01-27,50.0
1395,41240,ELEN,2019-12-10,50.0
1400,34781,FRANCISNETO,2019-02-09,50.0
1401,86299,SILENO,2019-11-24,50.0
1402,6240,AMENALIA,2019-01-13,50.0
1405,85072,RUSEVEL,2018-08-20,50.0
1407,47664,JACSUEL,2018-03-31,50.0
1411,43757,IDGLAN,2018-01-27,50.0
1415,93406,VALDELUCIO,2019-08-11,50.0
1416,4865,ALF,2019-08-31,50.0
1417,94633,VANDERLEIDE,2019-12-29,50.0
1418,95743,VILANI,2018-09-01,50.0
1419,36865,GERLANDIO,2018-08-28,50.0
1421,77375,OSCARLINDO,2018-05-03,50.0
1423,4651,LERIANA,2018-12-13,50.0
1424,62514,LINDELMA,2018-07-20,50.0
1434,8127,ARABUTAN,2018-09-19,50.0
1438,80979,RALLYSON,2019-02-20,50.0
1440,17798,DAISON,2019-09-05,50.0
1442,26844,ALDEMAR,2018-01-13,50.0
1446,99479,ALANA,2019-09-23,50.0
1452,16227,CLEUCIVANE,2019-01-04,50.0
1454,27455,ELIANO,2019-03-08,50.0
1459,96537,WALDETH,2018-06-17,50.0
1460,5593,ALTARIZA,2018-09-18,50.0
1461,4584,LENILDA,2017-12-31,50.0
1462,54049,JOSIANI,2019-10-19,50.0
1468,27043,LUIZE,2019-12-21,50.0
1473,21554,DAICI,2018-03-19,50.0
1475,22034,DIELE,2018-02-20,50.0
1480,69653,MENESIO,2019-12-11,50.0
1488,19145,DEBALDO,2018-07-31,50.0
1490,99085,WUESLLEN,2019-08-06,50.0
1491,26705,LAZIO,2018-02-24,50.0
1493,68562,MARLI,2019-12-09,50.0
1494,69079,MAXWEL,2018-12-10,50.0
1498,44860,INGLISON,2019-07-10,50.0
1501,66847,MARCIVAN,2019-09-14,50.0
1503,985,ADELCI,2019-08-01,50.0
1504,19009,DAIANI,2019-06-30,50.0
1505,19492,DEIVISSON,2019-01-18,50.0
1506,33499,FAISSAL,2019-05-04,50.0
1508,30651,ERIOSVALDO,2019-11-09,50.0
1509,58423,KETTELY,2019-10-22,50.0
1512,40430,JUNILDA,2018-10-23,50.0
1517,21685,DIDIMO,2018-07-09,50.0
1529,56865,CARMEL,2019-11-03,50.0
1532,64541,LUCIARA,2019-04-08,50.0
1533,5501,ALRIA,2018-04-05,50.0
1534,15070,CLAUDINELE,2018-01-05,50.0
1535,84895,RAINE,2018-11-01,50.0
1540,13720,CHARLIANI,2018-11-09,50.0
1542,82588,ROBERSON,2018-05-25,50.0
1543,81691,RICHELLE,2018-05-09,50.0
1551,42467,ILDENE,2019-03-05,50.0
1557,78990,QUEITI,2019-11-08,50.0
1558,96578,WILDINER,2019-08-26,50.0
1559,8977,ARLEILSON,2018-08-23,50.0
1560,47013,IVONEIDE,2018-01-01,50.0
1565,32246,EUNI,2019-02-17,50.0
1568,32465,EUVIO,2019-11-27,50.0
1569,71120,MONIERE,2018-04-30,50.0
1572,62821,LINIO,2019-08-09,50.0
1573,69930,MICACIA,2018-07-22,50.0
1576,6200,AMBELINA,2019-11-12,50.0
1577,79926,RAMUNDO,2018-03-12,50.0
1580,73138,NEIANE,2019-05-23,50.0
1583,95420,VERCELINO,2019-08-13,50.0
1584,68476,MARTO,2019-01-02,50.0
1587,56844,CARLISON,2019-02-09,50.0
1592,10313,AUZONIA,2019-02-25,50.0
1595,6723,ANARLEIDE,2018-04-06,50.0
1598,29003,LUDIANE,2019-02-14,50.0
1600,91079,TAINAN,2019-01-07,50.0
1602,73769,NERILSON,2018-01-27,50.0
1603,88348,SELENILDA,2019-08-31,50.0
1606,54712,GILSON,2019-02-01,50.0
1607,27340,ELFRIDA,2018-11-15,50.0
1609,37555,GIANI,2019-03-21,50.0
1610,7439,ANGELISA,2019-06-15,50.0
1611,49904,GISLANE,2019-07-15,50.0
1624,32239,EUNIVALDO,2018-10-08,50.0
1627,76340,LEANDRA,2018-05-06,50.0
1629,67136,MARILDO,2018-02-10,50.0
1630,95767,VALCIMARA,2019-11-21,50.0
1631,91031,TAIANA,2019-05-22,50.0
1632,47406,JADETE,2018-07-23,50.0
1638,87430,SUELI,2018-08-24,50.0
1639,77259,OROZINO,2018-03-02,50.0
1640,84357,ROSWITHA,2019-08-09,50.0
1643,22457,DIOMARINO,2019-12-05,50.0
1648,86170,SECUNDINO,2019-07-19,50.0
1651,67747,MARIONOR,2019-07-22,50.0
1656,82474,RODIVALDO,2019-06-17,50.0
1661,60648,LEDINEIA,2019-08-05,50.0
1662,55989,JUSELINA,2019-02-07,50.0
1663,20443,DILEIDE,2018-08-01,50.0
1665,10790,BARTA,2019-04-26,50.0
1667,18168,DALZIZA,2018-08-29,50.0
1669,59840,LARIANE,2019-04-18,50.0
1672,90137,TANCREDO,2018-02-02,50.0
1673,81379,REIDSON,2019-08-31,50.0
1675,68097,MARLETI,2018-09-12,50.0
1676,29132,ELIEL,2019-03-24,50.0
1679,61546,LEORI,2019-10-25,50.0
1686,15688,KELLE,2018-10-31,50.0
1687,27600,LIDINEIDE,2018-05-13,50.0
1688,5950,ALZERI,2019-05-25,50.0
1689,97859,WERBERTI,2018-05-24,50.0
1692,40240,GUDEMBERG,2019-08-06,50.0
1698,69524,MELISSE,2018-04-06,50.0
1699,35835,GEISSILANE,2019-03-27,50.0
1700,49456,JAURINA,2019-02-09,50.0
1702,77420,OZENICE,2019-12-19,50.0
1704,78321,PATTY,2018-10-23,50.0
1705,87708,SILVIMAR,2018-09-15,50.0
1706,34756,FRANCISLETE,2019-11-15,50.0
1708,3352,ELANIA,2018-09-30,50.0
1710,20391,DENVER,2019-02-22,50.0
1711,89802,TAIRANE,2018-09-08,50.0
1712,24252,ECI,2018-11-30,50.0
1717,70215,MICAELSON,2019-09-22,50.0
1723,68616,MASAKATSU,2019-04-13,50.0
1726,98265,WIDNER,2018-10-27,50.0
1728,72945,NAYON,2019-08-18,50.0
1730,88241,SOCRATIS,2019-02-22,50.0
1732,1165,ADEMAURO,2019-04-03,50.0
1736,66545,MARAISA,2018-11-29,50.0
1739,74382,NICLECIO,2018-05-13,50.0
1742,25437,EDISLEIA,2018-07-18,50.0
1744,30746,ERIVAN,2019-06-08,50.0
1745,89695,TAIGON,2018-08-07,50.0
1748,24954,EDILAMARA,2019-01-15,50.0
1749,52414,JOEDISON,2019-12-16,50.0
1754,51235,JORAN,2019-12-10,50.0
1755,737,ADAMS,2018-01-12,50.0
1766,64858,LUIZINHA,2018-04-08,50.0
1769,73881,NETA,2019-12-09,50.0
1774,50946,GESEBEL,2019-04-23,50.0
1776,33176,EZIA,2019-09-09,50.0
1779,66667,MARCELI,2018-04-04,50.0
1780,35805,GISLANI,2018-11-11,50.0
1782,5585,ALTAMIRES,2019-12-02,50.0
1783,16176,CLESON,2019-03-03,50.0
1786,64199,LUCIEDINA,2019-07-12,50.0
1790,18696,DARISMAR,2019-03-06,50.0
1792,77545,OSMAR,2019-12-05,50.0
1793,25621,EDGAR,2019-06-01,50.0
1796,76113,ODIVAL,2019-11-30,50.0
1800,74845,NILZANETE,2019-08-31,50.0
1801,34352,FRANCERLI,2018-07-09,50.0
1803,100652,SONILDO,2019-07-21,50.0
1808,48265,JAILON,2019-12-12,50.0
1821,100668,ZORETE,2018-07-13,50.0
1822,40571,AIR,2019-08-12,50.0
1823,12098,CALBI,2018-04-20,50.0
1827,41227,LEANDRO,2019-09-27,50.0
1830,4371,ALDRIN,2019-04-24,50.0
1831,3798,ALCINEI,2019-09-22,50.0
1841,79566,RIAN,2018-12-26,50.0
1843,95867,VALNETE,2019-03-13,50.0
1845,47155,IZILDO,2018-03-30,50.0
1847,54491,JOSIENE,2019-11-30,50.0
1848,77583,OSMILTON,2018-09-08,50.0
1850,32420,EUSTAQUIO,2018-06-26,50.0
1853,60606,LEDAMAR,2018-07-29,50.0
1856,97131,WARLESON,2019-09-04,50.0
1867,81002,REMESON,2018-09-02,50.0
1871,36764,GERDEANE,2018-12-18,50.0
1872,88248,SUELANE,2018-05-25,50.0
1873,53215,JONSON,2018-10-15,50.0
1876,7533,ANICILDA,2019-07-29,50.0
1877,30787,ERIVONETE,2018-03-26,50.0
1878,73442,NILO,2019-03-30,50.0
1880,93500,VALDENISSE,2019-04-14,50.0
1881,98808,WIRLEY,2018-11-17,50.0
1882,65787,MAGALHAES,2018-03-20,50.0
1884,53116,JONATAN,2018-11-19,50.0
1887,50455,GERLANDIO,2018-06-21,50.0
1892,83425,ROSILDA,2019-01-16,50.0
1893,92689,ULISSES,2018-08-05,50.0
1894,39791,GRACAS,2018-09-16,50.0
1895,92122,TUAN,2019-11-22,50.0
1899,48490,JANAIRA,2018-10-25,50.0
1907,20522,BERANICE,2019-02-07,50.0
1909,84185,ROSMARLI,2018-12-03,50.0
1910,87057,SIANG,2019-03-27,50.0
1914,36819,GERICA,2018-12-26,50.0
1915,75083,NIVALDA,2018-03-10,50.0
1917,49199,JARICE,2018-06-18,50.0
1924,74356,NICILENE,2019-07-20,50.0
1932,79992,RANIEL,2019-06-06,50.0
1933,67784,MARISELA,2019-07-03,50.0
1935,53053,JONATAN,2019-11-17,50.0
1936,68485,MARTSON,2019-11-07,50.0
1946,43284,AIRLENE,2019-12-27,50.0
1950,43172,IAIA,2018-08-20,50.0
1951,55168,JUCINEI,2019-05-19,50.0
1958,73415,NILCO,2019-11-13,50.0
1965,57154,CATILEIA,2018-04-11,50.0
1969,37455,GEISSY,2018-05-24,50.0
1974,82735,ROGER,2019-03-26,50.0
1975,97735,WENDENBERG,2019-10-22,50.0
1976,12633,CARME,2018-07-07,50.0
1977,29585,EMILLY,2017-12-31,50.0
1978,4378,ALDRIN,2019-06-15,50.0
1988,11250,BERGMAN,2019-01-01,50.0
1992,3792,ALCINDINO,2018-10-15,50.0
1993,10174,AURIETA,2018-01-30,50.0
1997,41134,AILTON,2018-05-27,50.0
2001,16528,CELIDIO,2017-12-31,50.0
2002,16647,CLODOALDA,2017-12-31,50.0
2006,61005,LUIZE,2018-01-01,50.0
2010,77397,OZIEL,2018-01-02,50.0
2013,716,ADAMARA,2018-01-04,50.0
2014,23510,DORIANE,2018-01-04,50.0
2018,55136,JUCELINA,2018-01-05,50.0
2020,41103,EGIDIO,2018-01-05,50.0
2022,90045,TAMER,2018-01-06,50.0
2024,78730,POLANA,2018-01-06,50.0
2025,2588,AGEL,2018-01-06,50.0
2033,63095,ELISSANA,2018-01-11,50.0
2036,90027,TALITA,2018-01-12,50.0
2042,85892,SANTONINO,2018-01-14,50.0
2043,96180,VILMA,2018-01-14,50.0
2045,42523,HELIO,2018-01-15,50.0
2046,77545,OSMAR,2018-01-15,50.0
2047,87447,SILEONE,2018-01-15,50.0
2048,10790,BARTA,2018-01-15,50.0
2049,41520,HELMUT,2018-01-15,50.0
2051,17089,CRESIANE,2018-01-16,50.0
2052,40220,GUARACIABA,2018-01-16,50.0
2053,38704,GISONITA,2018-01-16,50.0
2054,94355,VALTERLINA,2018-01-16,50.0
2057,64581,LUDIELI,2018-01-17,50.0
2060,63460,ELOIRDES,2018-01-19,50.0
2063,90254,TARCIRA,2018-01-19,50.0
2067,85496,SAMEC,2018-01-21,50.0
2068,84102,ROSIMEIRI,2018-01-21,50.0
2070,39134,GLAUDO,2018-01-21,50.0
2074,24085,DIELE,2018-01-22,50.0
2078,18903,DAURIENE,2018-01-24,50.0
2081,62538,LINDALVO,2018-01-25,50.0
2084,11578,BLAION,2018-01-25,50.0
2086,30746,ERIVAN,2018-01-26,50.0
2090,20770,DESOLINA,2018-01-27,50.0
2095,59543,LAIDIA,2018-01-30,50.0
2103,7615,ANILO,2018-02-01,50.0
2107,47011,IVONICE,2018-02-02,50.0
2109,75409,NORBELIA,2018-02-03,50.0
2110,60495,ALDAIR,2018-02-04,50.0
2118,22310,DINEVA,2018-02-07,50.0
2123,89251,SUZENE,2018-02-09,50.0
2125,71309,MRILZA,2018-02-10,50.0
2129,4378,ALDRIN,2018-02-11,50.0
2134,72647,NATALICE,2018-02-12,50.0
2137,87535,SILOE,2018-02-13,50.0
2142,28590,ELISIONE,2018-02-16,50.0
2143,13353,CLEISA,2018-02-16,50.0
2145,29283,EMANUELE,2018-02-17,50.0
2149,35653,JEFSON,2018-02-20,50.0
2150,58499,KETIANE,2018-02-21,50.0
2155,12092,KAILAN,2018-02-22,50.0
2157,83566,ROSANUBIA,2018-02-23,50.0
2161,42099,ERNO,2018-02-25,50.0
2163,1804,ADIVANETE,2018-02-25,50.0
2164,67503,MARIELLE,2018-02-25,50.0
2165,13720,CHARLIANI,2018-02-26,50.0
2174,8659,ARIMILSON,2018-03-03,50.0
2175,47395,JANA,2018-03-04,50.0
2178,93958,VALDRI,2018-03-04,50.0
2182,82947,ROMERICA,2018-03-05,50.0
2184,79669,RAIONI,2018-03-06,50.0
2189,630,ADALGISO,2018-03-08,50.0
2196,93234,VALCLICIA,2018-03-11,50.0
2199,26567,ECIANE,2018-03-11,50.0
2200,18258,DANDALO,2018-03-11,50.0
2202,32372,EUZANIR,2018-03-12,50.0
2205,97650,WILSE,2018-03-13,50.0
2208,79329,RAFAIEL,2018-03-14,50.0
2216,97812,WENIA,2018-03-18,50.0
2220,37286,JESSIELI,2018-03-19,50.0
2223,28237,ELISMAR,2018-03-20,50.0
2231,86732,CHALANA,2018-03-25,50.0
2233,61862,ALESSANDRO,2018-03-25,50.0
2240,1456,ADEVALDO,2018-03-26,50.0
2242,81640,RICELIO,2018-03-27,50.0
2243,36965,GERO,2018-03-27,50.0
2244,13882,SHILEY,2018-03-27,50.0
2245,52734,JHONE,2018-03-28,50.0
2247,61656,LEZITA,2018-03-28,50.0
2249,4497,ELIELZA,2018-03-29,50.0
2254,52237,JOCELANIO,2018-03-31,50.0
2255,5585,ALTAMIRES,2018-03-31,50.0
2260,26946,LEANDRO,2018-04-02,50.0
2262,76732,ONILDE,2018-04-03,50.0
2263,96619,WALDONIER,2018-04-03,50.0
2270,28098,ELIZELDA,2018-04-05,50.0
2271,17622,DAG,2018-04-06,50.0
2273,64794,LIRA,2018-04-07,50.0
2274,56608,KELLIANE,2018-04-07,50.0
2275,29236,ALZILEIDE,2018-04-08,50.0
2281,11466,BIACA,2018-04-10,50.0
2284,22847,DIVALDIR,2018-04-10,50.0
2288,73342,NEIVO,2018-04-12,50.0
2292,24211,ESHILLEY,2018-04-14,50.0
2300,38814,GIVALDA,2018-04-15,50.0
2307,88021,SIRILA,2018-04-19,50.0
2308,63671,LORINES,2018-04-19,50.0
2315,34951,FRANQUILIN,2018-04-21,50.0
2320,79926,RAMUNDO,2018-04-23,50.0
2326,33678,FELIPHI,2018-04-25,50.0
2327,69207,MAIQUELI,2018-04-25,50.0
2329,88348,SELENILDA,2018-04-26,50.0
2335,34626,FRANCINEIVA,2018-04-26,50.0
2336,27214,LEONILSON,2018-04-26,50.0
2337,95657,VICENZO,2018-04-27,50.0
2342,37380,JULIANE,2018-04-28,50.0
2349,41430,ELITANIA,2018-05-02,50.0
2351,9975,AIRES,2018-05-02,50.0
2352,25437,EDISLEIA,2018-05-04,50.0
2353,67254,MARIDELIA,2018-05-05,50.0
2358,83769,ROSEMERI,2018-05-06,50.0
2366,81379,REIDSON,2018-05-09,50.0
2367,54479,JOSUMAR,2018-05-09,50.0
2369,75078,NIVELTON,2018-05-10,50.0
2370,81431,RAIRA,2018-05-10,50.0
2373,41582,ALTA,2018-05-12,50.0
2374,24629,EDENOR,2018-05-12,50.0
2376,20307,DENISIELE,2018-05-13,50.0
2377,42966,HUBNER,2018-05-14,50.0
2378,28487,ELISANGELA,2018-05-14,50.0
2381,81691,RICHELLE,2018-05-14,50.0
2386,22729,DIRMA,2018-05-17,50.0
2387,9574,ATAISE,2018-05-17,50.0
2388,62861,LEOLINO,2018-05-17,50.0
2390,50893,GEUVANE,2018-05-18,50.0
2391,95200,VEBERSON,2018-05-18,50.0
2392,55248,JUDENIR,2018-05-18,50.0
2395,52275,JOCIMERI,2018-05-18,50.0
2402,54602,JOVENARIO,2018-05-21,50.0
2406,44434,ILCE,2018-05-22,50.0
2407,14928,CLAUDENIS,2018-05-24,50.0
2408,9896,AUDAIR,2018-05-24,50.0
2410,79680,RAIRENE,2018-05-24,50.0
2412,52305,JOCIVALDO,2018-05-26,50.0
2413,28978,AILTON,2018-05-26,50.0
2428,3782,ALCIMERI,2018-05-29,50.0
2430,53753,JOSELANEA,2018-05-29,50.0
2431,35911,GILCILEIA,2018-05-30,50.0
2432,56547,CLEIDIA,2018-05-31,50.0
2436,80917,REISON,2018-06-02,50.0
2443,304,ADRIELA,2018-06-06,50.0
2447,77273,ORSINI,2018-06-07,50.0
2448,11539,DIRACI,2018-06-07,50.0
2449,49904,GISLANE,2018-06-07,50.0
2450,47337,IZIQUIEL,2018-06-07,50.0
2452,96449,WALDEILSON,2018-06-08,50.0
2453,55032,JUCENIRA,2018-06-08,50.0
2454,91406,TAIARA,2018-06-08,50.0
2455,57307,KAUAI,2018-06-09,50.0
2456,55552,JULIA,2018-06-10,50.0
2457,41240,ELEN,2018-06-10,50.0
2459,49378,JASMIRO,2018-06-11,50.0
2462,15971,CLEODENICE,2018-06-12,50.0
2463,81029,REMULO,2018-06-12,50.0
2464,4040,ALDEMAN,2018-06-13,50.0
2466,994,ADILEIDE,2018-06-13,50.0
2467,1493,ADIR,2018-06-13,50.0
2468,30537,ERICSON,2018-06-13,50.0
2469,4856,ALFA,2018-06-14,50.0
2470,97348,WIDERSON,2018-06-14,50.0
2471,47664,JACSUEL,2018-06-14,50.0
2472,1494,ADILSON,2018-06-14,50.0
2476,98557,WILLIANE,2018-06-17,50.0
2479,32381,EUZELIA,2018-06-19,50.0
2481,74327,NIKESIA,2018-06-20,50.0
2483,5052,ALICE,2018-06-20,50.0
2484,35890,JAILANE,2018-06-22,50.0
2486,80557,REBERSON,2018-06-23,50.0
2488,25521,EDIVANILDE,2018-06-23,50.0
2489,49877,GEISEANE,2018-06-23,50.0
2493,30241,ERCILIA,2018-06-24,50.0
2495,89499,SINIRA,2018-06-24,50.0
2498,19004,DAIANDRA,2018-06-25,50.0
2504,44822,INEZITA,2018-06-27,50.0
2505,28310,ELISVANI,2018-06-27,50.0
2507,88496,SONIZE,2018-06-28,50.0
2508,11250,BERGMAN,2018-06-29,50.0
2513,81024,REMITON,2018-07-02,50.0
2516,28260,ELISNEIA,2018-07-04,50.0
2517,19091,DAIVIDSON,2018-07-04,50.0
2519,4892,ELFRIDES,2018-07-05,50.0
2523,65787,MAGALHAES,2018-07-07,50.0
2525,21035,DEUVANIO,2018-07-08,50.0
2529,27659,LAELCO,2018-07-09,50.0
2531,78394,PAULO,2018-07-09,50.0
2533,85318,SILECIA,2018-07-10,50.0
2534,100460,SILMARA,2018-07-12,50.0
2540,9945,AUDREA,2018-07-14,50.0
2541,91828,TEL,2018-07-14,50.0
